0,1,2,3,4,5,6
"{'key': 'rank', 'value': '113'}","{'key': 'fullName', 'value': 'Murphy Oil Corporation'}","{'key': 'revenues', 'value': '23345.10'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'El Dorado'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Murphy Oil Corporation'}"
"{'key': 'rank', 'value': '111'}","{'key': 'fullName', 'value': 'McDonald&#8217;s Corporation'}","{'key': 'revenues', 'value': '24074.60'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Oak Brook'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""McDonald's Corporation""}"
"{'key': 'rank', 'value': '112'}","{'key': 'fullName', 'value': 'Northwestern Mutual Life Insurance Company'}","{'key': 'revenues', 'value': '23384.30'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northwestern Mutual Life Insurance Company'}"
"{'key': 'rank', 'value': '110'}","{'key': 'fullName', 'value': 'DIRECTV'}","{'key': 'revenues', 'value': '24102.00'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'El Segundo'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DIRECTV'}"
"{'key': 'rank', 'value': '109'}","{'key': 'fullName', 'value': 'Tech Data Corporation'}","{'key': 'revenues', 'value': '24376.00'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqCity', 'value': 'Clearwater'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tech Data Corporation'}"
"{'key': 'rank', 'value': '108'}","{'key': 'fullName', 'value': 'Staples, Inc.'}","{'key': 'revenues', 'value': '24545.10'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Framingham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Staples, Inc.'}"
"{'key': 'rank', 'value': '106'}","{'key': 'fullName', 'value': 'The Travelers Companies, Inc.'}","{'key': 'revenues', 'value': '25112.00'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Travelers Companies, Inc.'}"
"{'key': 'rank', 'value': '107'}","{'key': 'fullName', 'value': 'Macy&#8217;s, Inc.'}","{'key': 'revenues', 'value': '25003.00'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'Cincinnati'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Macy's, Inc.""}"
"{'key': 'rank', 'value': '105'}","{'key': 'fullName', 'value': 'International Paper Company'}","{'key': 'revenues', 'value': '25179.00'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Memphis'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Paper Company'}"
"{'key': 'rank', 'value': '103'}","{'key': 'fullName', 'value': 'CHS Inc.'}","{'key': 'revenues', 'value': '25267.90'}","{'key': 'industry', 'value': 'Wholesalers: Food and Grocery'}","{'key': 'hqCity', 'value': 'Inver Grove Heights'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CHS Inc.'}"
"{'key': 'rank', 'value': '104'}","{'key': 'fullName', 'value': 'Raytheon Company'}","{'key': 'revenues', 'value': '25183.00'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Waltham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Raytheon Company'}"
"{'key': 'rank', 'value': '102'}","{'key': 'fullName', 'value': 'Publix Super Markets, Inc.'}","{'key': 'revenues', 'value': '25328.10'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Lakeland'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Publix Super Markets, Inc.'}"
"{'key': 'rank', 'value': '101'}","{'key': 'fullName', 'value': 'Massachusetts Financial Group'}","{'key': 'revenues', 'value': '25647.10'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'Springfield'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Massachusetts Financial Group'}"
"{'key': 'rank', 'value': '890'}","{'key': 'fullName', 'value': 'Autodesk, Inc.'}","{'key': 'revenues', 'value': '1951.80'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'San Rafael'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Autodesk, Inc.'}"
"{'key': 'rank', 'value': '891'}","{'key': 'fullName', 'value': 'Worthington Industries, Inc.'}","{'key': 'revenues', 'value': '1943.00'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Worthington Industries, Inc.'}"
"{'key': 'rank', 'value': '892'}","{'key': 'fullName', 'value': 'Teradata Corporation'}","{'key': 'revenues', 'value': '1936.00'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Dayton'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teradata Corporation'}"
"{'key': 'rank', 'value': '893'}","{'key': 'fullName', 'value': 'Bio-Rad Laboratories, Inc.'}","{'key': 'revenues', 'value': '1927.10'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Hercules'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bio-Rad Laboratories, Inc.'}"
"{'key': 'rank', 'value': '894'}","{'key': 'fullName', 'value': 'Sanderson Farms, Inc.'}","{'key': 'revenues', 'value': '1925.40'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqCity', 'value': 'Laurel'}","{'key': 'hqState', 'value': 'MS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sanderson Farms, Inc.'}"
"{'key': 'rank', 'value': '895'}","{'key': 'fullName', 'value': 'Denbury Resources Inc.'}","{'key': 'revenues', 'value': '1921.80'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Plano'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Denbury Resources Inc.'}"
"{'key': 'rank', 'value': '896'}","{'key': 'fullName', 'value': 'Oceaneering International, Inc.'}","{'key': 'revenues', 'value': '1917.00'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Oceaneering International, Inc.'}"
"{'key': 'rank', 'value': '897'}","{'key': 'fullName', 'value': 'Scholastic Corporation'}","{'key': 'revenues', 'value': '1915.30'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Scholastic Corporation'}"
"{'key': 'rank', 'value': '898'}","{'key': 'fullName', 'value': 'DeVry Inc.'}","{'key': 'revenues', 'value': '1915.20'}","{'key': 'industry', 'value': 'Education'}","{'key': 'hqCity', 'value': 'Downers Grove'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DeVry Inc.'}"
"{'key': 'rank', 'value': '899'}","{'key': 'fullName', 'value': 'BMC Software, Inc.'}","{'key': 'revenues', 'value': '1911.20'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BMC Software, Inc.'}"
"{'key': 'rank', 'value': '900'}","{'key': 'fullName', 'value': 'Knights of Columbus'}","{'key': 'revenues', 'value': '1909.10'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqCity', 'value': 'New Haven'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Knights of Columbus'}"
"{'key': 'rank', 'value': '876'}","{'key': 'fullName', 'value': 'Maxim Integrated Products, Inc.'}","{'key': 'revenues', 'value': '1997.60'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Sunnyvale'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Maxim Integrated Products, Inc.'}"
"{'key': 'rank', 'value': '877'}","{'key': 'fullName', 'value': 'Tower International, Inc.'}","{'key': 'revenues', 'value': '1997.10'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Livonia'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tower International, Inc.'}"
"{'key': 'rank', 'value': '878'}","{'key': 'fullName', 'value': 'International Game Technology'}","{'key': 'revenues', 'value': '1997.00'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Reno'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Game Technology'}"
"{'key': 'rank', 'value': '879'}","{'key': 'fullName', 'value': 'PerkinElmer, Inc.'}","{'key': 'revenues', 'value': '1993.10'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Waltham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PerkinElmer, Inc.'}"
"{'key': 'rank', 'value': '880'}","{'key': 'fullName', 'value': 'Polaris Industries Inc.'}","{'key': 'revenues', 'value': '1991.10'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqCity', 'value': 'Medina'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Polaris Industries Inc.'}"
"{'key': 'rank', 'value': '881'}","{'key': 'fullName', 'value': 'American Tower Corporation'}","{'key': 'revenues', 'value': '1985.30'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Boston'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Tower Corporation'}"
"{'key': 'rank', 'value': '882'}","{'key': 'fullName', 'value': 'BE Aerospace, Inc.'}","{'key': 'revenues', 'value': '1984.20'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Wellington'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BE Aerospace, Inc.'}"
"{'key': 'rank', 'value': '883'}","{'key': 'fullName', 'value': 'ANN Inc.'}","{'key': 'revenues', 'value': '1980.20'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ANN Inc.'}"
"{'key': 'rank', 'value': '884'}","{'key': 'fullName', 'value': 'Valmont Industries, Inc.'}","{'key': 'revenues', 'value': '1975.50'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Valmont Industries, Inc.'}"
"{'key': 'rank', 'value': '885'}","{'key': 'fullName', 'value': 'PC Connection, Inc.'}","{'key': 'revenues', 'value': '1974.20'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Merrimack'}","{'key': 'hqState', 'value': 'NH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PC Connection, Inc.'}"
"{'key': 'rank', 'value': '886'}","{'key': 'fullName', 'value': 'Mettler-Toledo International Inc.'}","{'key': 'revenues', 'value': '1968.20'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mettler-Toledo International Inc.'}"
"{'key': 'rank', 'value': '887'}","{'key': 'fullName', 'value': 'The Pep Boys &#8211; Manny, Moe &#038; Jack'}","{'key': 'revenues', 'value': '1964.10'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Philadelphia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Pep Boys - Manny, Moe & Jack'}"
"{'key': 'rank', 'value': '888'}","{'key': 'fullName', 'value': 'Altera Corporation'}","{'key': 'revenues', 'value': '1954.40'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'San Jose'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Altera Corporation'}"
"{'key': 'rank', 'value': '889'}","{'key': 'fullName', 'value': 'Dresser-Rand Group Inc.'}","{'key': 'revenues', 'value': '1953.60'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dresser-Rand Group Inc.'}"
"{'key': 'rank', 'value': '862'}","{'key': 'fullName', 'value': 'USEC Inc.'}","{'key': 'revenues', 'value': '2035.40'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Bethesda'}","{'key': 'hqState', 'value': 'MD'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'USEC Inc.'}"
"{'key': 'rank', 'value': '863'}","{'key': 'fullName', 'value': 'Patriot Coal Corporation'}","{'key': 'revenues', 'value': '2035.10'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Patriot Coal Corporation'}"
"{'key': 'rank', 'value': '864'}","{'key': 'fullName', 'value': 'Moody&#8217;s Corporation'}","{'key': 'revenues', 'value': '2032.00'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Moody's Corporation""}"
"{'key': 'rank', 'value': '865'}","{'key': 'fullName', 'value': 'Fossil, Inc.'}","{'key': 'revenues', 'value': '2030.70'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'Richardson'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fossil, Inc.'}"
"{'key': 'rank', 'value': '866'}","{'key': 'fullName', 'value': 'Briggs &#038; Stratton Corporation'}","{'key': 'revenues', 'value': '2027.90'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Wauwatosa'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Briggs & Stratton Corporation'}"
"{'key': 'rank', 'value': '867'}","{'key': 'fullName', 'value': 'Kinetic Concepts, Inc.'}","{'key': 'revenues', 'value': '2017.80'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'San Antonio'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kinetic Concepts, Inc.'}"
"{'key': 'rank', 'value': '868'}","{'key': 'fullName', 'value': 'Plexus Corp.'}","{'key': 'revenues', 'value': '2013.40'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Neenah'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Plexus Corp.'}"
