0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"{'key': 'rank', 'value': '905'}","{'key': 'revenues', 'value': '2263'}","{'key': 'revchange', 'value': '1.1'}","{'key': 'profits', 'value': '212'}","{'key': 'prftchange', 'value': '34.6'}","{'key': 'assets', 'value': '4166'}","{'key': 'employees', 'value': '8000'}","{'key': 'mktval', 'value': '5450'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Waltham'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PerkinElmer'}"
"{'key': 'rank', 'value': '904'}","{'key': 'revenues', 'value': '2264'}","{'key': 'revchange', 'value': '2.4'}","{'key': 'profits', 'value': '340'}","{'key': 'prftchange', 'value': '43'}","{'key': 'assets', 'value': '4038'}","{'key': 'employees', 'value': '4640'}","{'key': 'mktval', 'value': '4239'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqcity', 'value': 'San Jose'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brocade Communications Systems'}"
"{'key': 'rank', 'value': '903'}","{'key': 'revenues', 'value': '2264'}","{'key': 'revchange', 'value': '-13.2'}","{'key': 'profits', 'value': '146'}","{'key': 'prftchange', 'value': '28.3'}","{'key': 'assets', 'value': '3029'}","{'key': 'employees', 'value': '8400'}","{'key': 'mktval', 'value': '3376'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Charlotte'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Curtiss-Wright'}"
"{'key': 'rank', 'value': '902'}","{'key': 'revenues', 'value': '2272'}","{'key': 'revchange', 'value': '-10.6'}","{'key': 'profits', 'value': '115'}","{'key': 'prftchange', 'value': '-23.1'}","{'key': 'assets', 'value': '2199'}","{'key': 'employees', 'value': '27000'}","{'key': 'mktval', 'value': '1291'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqcity', 'value': 'Richmond'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal'}"
"{'key': 'rank', 'value': '901'}","{'key': 'revenues', 'value': '2273'}","{'key': 'revchange', 'value': '-1.2'}","{'key': 'profits', 'value': '211'}","{'key': 'prftchange', 'value': '-25.7'}","{'key': 'assets', 'value': '2368'}","{'key': 'employees', 'value': '4243'}","{'key': 'mktval', 'value': '875'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Tulsa'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliance Holdings'}"
"{'key': 'rank', 'value': '900'}","{'key': 'revenues', 'value': '2284'}","{'key': 'revchange', 'value': '-12.4'}","{'key': 'profits', 'value': '186'}","{'key': 'prftchange', 'value': '-13.3'}","{'key': 'assets', 'value': '1598'}","{'key': 'employees', 'value': '13000'}","{'key': 'mktval', 'value': '2928'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqcity', 'value': 'Orlando'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tupperware Brands'}"
"{'key': 'rank', 'value': '899'}","{'key': 'revenues', 'value': '2288'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '-27'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '634'}","{'key': 'employees', 'value': '2918'}","{'key': 'mktval', 'value': '146'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Hoffman Estates'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sears Hometown &amp; Outlet Stores'}"
"{'key': 'rank', 'value': '898'}","{'key': 'revenues', 'value': '2289'}","{'key': 'revchange', 'value': '-7.6'}","{'key': 'profits', 'value': '-83'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2663'}","{'key': 'employees', 'value': '5000'}","{'key': 'mktval', 'value': '336'}","{'key': 'sector', 'value': 'Chemicals'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Waterford'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MPM Holdings'}"
"{'key': 'rank', 'value': '897'}","{'key': 'revenues', 'value': '2290'}","{'key': 'revchange', 'value': '8.8'}","{'key': 'profits', 'value': '209'}","{'key': 'prftchange', 'value': '17.4'}","{'key': 'assets', 'value': '25959'}","{'key': 'employees', 'value': '1022'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Horsham'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Penn Mutual Life Insurance'}"
"{'key': 'rank', 'value': '896'}","{'key': 'revenues', 'value': '2290'}","{'key': 'revchange', 'value': '-4.4'}","{'key': 'profits', 'value': '121'}","{'key': 'prftchange', 'value': '-43.4'}","{'key': 'assets', 'value': '3681'}","{'key': 'employees', 'value': '8451'}","{'key': 'mktval', 'value': '6242'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Sunnyvale'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Trimble'}"
"{'key': 'rank', 'value': '895'}","{'key': 'revenues', 'value': '2292'}","{'key': 'revchange', 'value': '1.8'}","{'key': 'profits', 'value': '49'}","{'key': 'prftchange', 'value': '11.5'}","{'key': 'assets', 'value': '4531'}","{'key': 'employees', 'value': '14726'}","{'key': 'mktval', 'value': '2144'}","{'key': 'sector', 'value': 'Hotels, Restaurants & Leisure'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqcity', 'value': 'Las Vegas'}","{'key': 'hqstate', 'value': 'NV'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pinnacle Entertainment'}"
"{'key': 'rank', 'value': '894'}","{'key': 'revenues', 'value': '2295'}","{'key': 'revchange', 'value': '1'}","{'key': 'profits', 'value': '11'}","{'key': 'prftchange', 'value': '-81.4'}","{'key': 'assets', 'value': '3292'}","{'key': 'employees', 'value': '12888'}","{'key': 'mktval', 'value': '1794'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Elmsford'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Party City Holdco'}"
"{'key': 'rank', 'value': '893'}","{'key': 'revenues', 'value': '2298'}","{'key': 'revchange', 'value': '-4'}","{'key': 'profits', 'value': '196'}","{'key': 'prftchange', 'value': '-10.1'}","{'key': 'assets', 'value': '2719'}","{'key': 'employees', 'value': '9200'}","{'key': 'mktval', 'value': '3038'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Thousand Oaks'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teledyne Technologies'}"
"{'key': 'rank', 'value': '892'}","{'key': 'revenues', 'value': '2299'}","{'key': 'revchange', 'value': '-7.4'}","{'key': 'profits', 'value': '39'}","{'key': 'prftchange', 'value': '-63.9'}","{'key': 'assets', 'value': '1559'}","{'key': 'employees', 'value': '13000'}","{'key': 'mktval', 'value': '1748'}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqcity', 'value': 'Pasadena'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tetra Tech'}"
"{'key': 'rank', 'value': '891'}","{'key': 'revenues', 'value': '2301'}","{'key': 'revchange', 'value': '-7.7'}","{'key': 'profits', 'value': '-109'}","{'key': 'prftchange', 'value': '-192.3'}","{'key': 'assets', 'value': '3153'}","{'key': 'employees', 'value': '22400'}","{'key': 'mktval', 'value': '1803'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Malvern'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vishay Intertechnology'}"
"{'key': 'rank', 'value': '890'}","{'key': 'revenues', 'value': '2304'}","{'key': 'revchange', 'value': '3.7'}","{'key': 'profits', 'value': '105'}","{'key': 'prftchange', 'value': '71.5'}","{'key': 'assets', 'value': '1264'}","{'key': 'employees', 'value': '10200'}","{'key': 'mktval', 'value': '1739'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqcity', 'value': 'Muscatine'}","{'key': 'hqstate', 'value': 'IA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI'}"
"{'key': 'rank', 'value': '889'}","{'key': 'revenues', 'value': '2307'}","{'key': 'revchange', 'value': '32.1'}","{'key': 'profits', 'value': '59'}","{'key': 'prftchange', 'value': '88.2'}","{'key': 'assets', 'value': '1851'}","{'key': 'employees', 'value': '8550'}","{'key': 'mktval', 'value': '1488'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Beverages'}","{'key': 'hqcity', 'value': 'Charlotte'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Coca-Cola Bottling'}"
